line_id,entry_id,period,voucher_type,voucher_subtype,line_no,posting_date,created_at,user,account,account_number,account_name,root_type,debit,credit,party_type,party,against,cost_center,remarks,company
9a70ddcda6,ACC-JV-2025-00013,P1,Journal Entry,Depreciation Entry,3,2025-02-28,2025-03-01 03:43:50.043653,batch.bot@meridian.example,5203 - Depreciation - MTC,5203,Depreciation,Expense,2158.33,0.0,,,1780 - Accumulated Depreciation - MTC,Warehouse - MTC,,Meridian Trading Co.
0fe1f29bcf,ACC-JV-2025-00014,P1,Journal Entry,Journal Entry,1,2025-02-28,2025-03-01 02:47:20.938404,batch.bot@meridian.example,5228 - Insurance Expense - MTC,5228,Insurance Expense,Expense,1450.0,0.0,,,1660 - Prepaid Expenses - MTC,Admin - MTC,,Meridian Trading Co.
5a9972a107,ACC-JV-2025-00014,P1,Journal Entry,Journal Entry,2,2025-02-28,2025-03-01 02:47:20.938404,batch.bot@meridian.example,1660 - Prepaid Expenses - MTC,1660,Prepaid Expenses,Asset,0.0,1450.0,,,5228 - Insurance Expense - MTC,Admin - MTC,,Meridian Trading Co.
1c128bc335,ACC-JV-2025-00015,P1,Journal Entry,Journal Entry,1,2025-02-28,2025-02-28 12:00:09.121784,controller@meridian.example,5209 - Office Rent - MTC,5209,Office Rent,Expense,3765.45,0.0,,,"5215 - Telephone Expenses - MTC, 5209 - Office Rent - MTC, 5217 - Utility Expenses - MTC",Warehouse - MTC,,Meridian Trading Co.
3b57ea89c2,ACC-JV-2025-00015,P1,Journal Entry,Journal Entry,2,2025-02-28,2025-02-28 12:00:09.121784,controller@meridian.example,5217 - Utility Expenses - MTC,5217,Utility Expenses,Expense,1048.98,0.0,,,"5215 - Telephone Expenses - MTC, 5209 - Office Rent - MTC, 5217 - Utility Expenses - MTC",Warehouse - MTC,,Meridian Trading Co.
6439827aeb,ACC-JV-2025-00015,P1,Journal Entry,Journal Entry,3,2025-02-28,2025-02-28 12:00:09.121784,controller@meridian.example,5209 - Office Rent - MTC,5209,Office Rent,Expense,4841.29,0.0,,,"5215 - Telephone Expenses - MTC, 5209 - Office Rent - MTC, 5217 - Utility Expenses - MTC",Sales Ops - MTC,,Meridian Trading Co.
6ac08569ef,ACC-JV-2025-00015,P1,Journal Entry,Journal Entry,4,2025-02-28,2025-02-28 12:00:09.121784,controller@meridian.example,5217 - Utility Expenses - MTC,5217,Utility Expenses,Expense,1348.69,0.0,,,"5215 - Telephone Expenses - MTC, 5209 - Office Rent - MTC, 5217 - Utility Expenses - MTC",Sales Ops - MTC,,Meridian Trading Co.
a7ede5d7ab,ACC-JV-2025-00015,P1,Journal Entry,Journal Entry,5,2025-02-28,2025-02-28 12:00:09.121784,controller@meridian.example,5215 - Telephone Expenses - MTC,5215,Telephone Expenses,Expense,330.19,0.0,,,"5215 - Telephone Expenses - MTC, 5209 - Office Rent - MTC, 5217 - Utility Expenses - MTC",Sales Ops - MTC,,Meridian Trading Co.
dd36bf1f3c,ACC-JV-2025-00015,P1,Journal Entry,Journal Entry,6,2025-02-28,2025-02-28 12:00:09.121784,controller@meridian.example,5215 - Telephone Expenses - MTC,5215,Telephone Expenses,Expense,256.81,0.0,,,"5215 - Telephone Expenses - MTC, 5209 - Office Rent - MTC, 5217 - Utility Expenses - MTC",Warehouse - MTC,,Meridian Trading Co.
efd9fef476,ACC-JV-2025-00015,P1,Journal Entry,Journal Entry,7,2025-02-28,2025-02-28 12:00:09.121784,controller@meridian.example,5215 - Telephone Expenses - MTC,5215,Telephone Expenses,Expense,0.0,587.0,,,"5215 - Telephone Expenses - MTC, 5209 - Office Rent - MTC, 5217 - Utility Expenses - MTC",Admin - MTC,,Meridian Trading Co.
f2327515e8,ACC-JV-2025-00015,P1,Journal Entry,Journal Entry,8,2025-02-28,2025-02-28 12:00:09.121784,controller@meridian.example,5217 - Utility Expenses - MTC,5217,Utility Expenses,Expense,0.0,2397.67,,,"5215 - Telephone Expenses - MTC, 5209 - Office Rent - MTC, 5217 - Utility Expenses - MTC",Admin - MTC,,Meridian Trading Co.
fc1a07096d,ACC-JV-2025-00015,P1,Journal Entry,Journal Entry,9,2025-02-28,2025-02-28 12:00:09.121784,controller@meridian.example,5209 - Office Rent - MTC,5209,Office Rent,Expense,0.0,8606.74,,,"5215 - Telephone Expenses - MTC, 5209 - Office Rent - MTC, 5217 - Utility Expenses - MTC",Admin - MTC,,Meridian Trading Co.
087631c1c8,ACC-PAY-2025-00072,P1,Payment Entry,Payment Entry,1,2025-02-28,2025-02-28 18:03:33.942844,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,0.0,676.58,Customer,Cascade Outfitters,1210 - Primary Checking - MTC,,Amount USD 676.58 received from Cascade Outfitters | Transaction reference no ACH-25-00055 dated 2025-02-28 | Amount USD 676.58 adjusted against Sales Invoice ACC-SINV-2025-00055,Meridian Trading Co.
b4b6dd3e8b,ACC-PAY-2025-00072,P1,Payment Entry,Payment Entry,2,2025-02-28,2025-02-28 18:03:33.942844,ar.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,676.58,0.0,,,Cascade Outfitters,,Amount USD 676.58 received from Cascade Outfitters | Transaction reference no ACH-25-00055 dated 2025-02-28 | Amount USD 676.58 adjusted against Sales Invoice ACC-SINV-2025-00055,Meridian Trading Co.
27b27a6923,ACC-SINV-2025-00068,P1,Sales Invoice,Sales Invoice,1,2025-02-28,2025-02-28 09:35:05.919481,ar.clerk@meridian.example,ST 6% - MTC,,ST 6%,Liability,0.0,351.52,,,Marlowe Interiors,Admin - MTC,Customer order Marlowe Interiors Feb 2025,Meridian Trading Co.
8d7fd35e91,ACC-SINV-2025-00068,P1,Sales Invoice,Sales Invoice,2,2025-02-28,2025-02-28 09:35:05.919481,ar.clerk@meridian.example,4120 - Service - MTC,4120,Service,Income,0.0,4729.98,,,Marlowe Interiors,Warehouse - MTC,Customer order Marlowe Interiors Feb 2025,Meridian Trading Co.
8e3514b501,ACC-SINV-2025-00068,P1,Sales Invoice,Sales Invoice,3,2025-02-28,2025-02-28 09:35:05.919481,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,6210.17,0.0,Customer,Marlowe Interiors,"4110 - Sales - MTC,4130 - Freight Income - MTC,4120 - Service - MTC",,Customer order Marlowe Interiors Feb 2025,Meridian Trading Co.
af79b5a315,ACC-SINV-2025-00068,P1,Sales Invoice,Sales Invoice,4,2025-02-28,2025-02-28 09:35:05.919481,ar.clerk@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,467.85,,,Marlowe Interiors,Warehouse - MTC,Customer order Marlowe Interiors Feb 2025,Meridian Trading Co.
c58cd5f6ae,ACC-SINV-2025-00068,P1,Sales Invoice,Sales Invoice,5,2025-02-28,2025-02-28 09:35:05.919481,ar.clerk@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,44.33,,,Marlowe Interiors,Sales Ops - MTC,Customer order Marlowe Interiors Feb 2025,Meridian Trading Co.
dc5923ddd3,ACC-SINV-2025-00068,P1,Sales Invoice,Sales Invoice,6,2025-02-28,2025-02-28 09:35:05.919481,ar.clerk@meridian.example,4130 - Freight Income - MTC,4130,Freight Income,Income,0.0,616.49,,,Marlowe Interiors,Admin - MTC,Customer order Marlowe Interiors Feb 2025,Meridian Trading Co.
0a6a5eb925,ACC-PAY-2025-00043,P1,Payment Entry,Payment Entry,1,2025-03-01,2025-03-03 08:04:02.880256,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,0.0,1077.91,Customer,Bluepine Hardware,1210 - Primary Checking - MTC,,Amount USD 1077.91 received from Bluepine Hardware | Transaction reference no ACH-25-00051 dated 2025-03-01 | Amount USD 1077.91 adjusted against Sales Invoice ACC-SINV-2025-00051,Meridian Trading Co.
87a906c07a,ACC-PAY-2025-00043,P1,Payment Entry,Payment Entry,2,2025-03-01,2025-03-03 08:04:02.880256,ar.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,1077.91,0.0,,,Bluepine Hardware,,Amount USD 1077.91 received from Bluepine Hardware | Transaction reference no ACH-25-00051 dated 2025-03-01 | Amount USD 1077.91 adjusted against Sales Invoice ACC-SINV-2025-00051,Meridian Trading Co.
092956ec59,ACC-PAY-2025-00051,P1,Payment Entry,Payment Entry,1,2025-03-01,2025-03-03 09:29:14.868513,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,11828.15,0.0,Supplier,Vulcan Materials Co,1210 - Primary Checking - MTC,,Amount USD 11828.15 paid to Vulcan Materials Co | Transaction reference no ACH-25-00010 dated 2025-03-01 | Amount USD 11828.15 adjusted against Purchase Invoice ACC-PINV-2025-00010,Meridian Trading Co.
263bfcad8d,ACC-PAY-2025-00051,P1,Payment Entry,Payment Entry,2,2025-03-01,2025-03-03 09:29:14.868513,ap.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,0.0,11828.15,,,Vulcan Materials Co,,Amount USD 11828.15 paid to Vulcan Materials Co | Transaction reference no ACH-25-00010 dated 2025-03-01 | Amount USD 11828.15 adjusted against Purchase Invoice ACC-PINV-2025-00010,Meridian Trading Co.
70b03d2d6d,ACC-PAY-2025-00070,P1,Payment Entry,Payment Entry,1,2025-03-01,2025-03-03 12:14:16.958807,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,12384.05,0.0,Supplier,Fairbanks Consulting,1210 - Primary Checking - MTC,,Amount USD 12384.05 paid to Fairbanks Consulting | Transaction reference no ACH-25-00030 dated 2025-03-01 | Amount USD 12384.05 adjusted against Purchase Invoice ACC-PINV-2025-00030,Meridian Trading Co.
c7956cbbf1,ACC-PAY-2025-00070,P1,Payment Entry,Payment Entry,2,2025-03-01,2025-03-03 12:14:16.958807,ap.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,0.0,12384.05,,,Fairbanks Consulting,,Amount USD 12384.05 paid to Fairbanks Consulting | Transaction reference no ACH-25-00030 dated 2025-03-01 | Amount USD 12384.05 adjusted against Purchase Invoice ACC-PINV-2025-00030,Meridian Trading Co.
c0ad05d77d,ACC-PAY-2025-00096,P1,Payment Entry,Payment Entry,1,2025-03-01,2025-03-03 14:32:02.094698,ar.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,7024.15,0.0,,,Juniper & Co,,Amount USD 7024.15 received from Juniper & Co | Transaction reference no ACH-25-00082 dated 2025-03-01 | Amount USD 7024.15 adjusted against Sales Invoice ACC-SINV-2025-00082,Meridian Trading Co.
d7845fe31a,ACC-PAY-2025-00096,P1,Payment Entry,Payment Entry,2,2025-03-01,2025-03-03 14:32:02.094698,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,0.0,7024.15,Customer,Juniper & Co,1210 - Primary Checking - MTC,,Amount USD 7024.15 received from Juniper & Co | Transaction reference no ACH-25-00082 dated 2025-03-01 | Amount USD 7024.15 adjusted against Sales Invoice ACC-SINV-2025-00082,Meridian Trading Co.
15cb3f6f23,ACC-PAY-2025-00111,P1,Payment Entry,Payment Entry,1,2025-03-02,2025-03-03 12:05:51.369003,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,0.0,1399.08,Customer,Ovation Events,1210 - Primary Checking - MTC,,Amount USD 1399.08 received from Ovation Events | Transaction reference no ACH-25-00098 dated 2025-03-02 | Amount USD 1399.08 adjusted against Sales Invoice ACC-SINV-2025-00098,Meridian Trading Co.
e51a07597e,ACC-PAY-2025-00111,P1,Payment Entry,Payment Entry,2,2025-03-02,2025-03-03 12:05:51.369003,ar.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,1399.08,0.0,,,Ovation Events,,Amount USD 1399.08 received from Ovation Events | Transaction reference no ACH-25-00098 dated 2025-03-02 | Amount USD 1399.08 adjusted against Sales Invoice ACC-SINV-2025-00098,Meridian Trading Co.
9564de2a1d,ACC-PAY-2025-00124,P1,Payment Entry,Payment Entry,1,2025-03-02,2025-03-03 18:09:26.278768,ap.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,0.0,4646.09,,,Orchard Wholesale,,Amount USD 4646.09 paid to Orchard Wholesale | Transaction reference no ACH-25-00035 dated 2025-03-02 | Amount USD 4646.09 adjusted against Purchase Invoice ACC-PINV-2025-00035,Meridian Trading Co.
f25fcfeb0f,ACC-PAY-2025-00124,P1,Payment Entry,Payment Entry,2,2025-03-02,2025-03-03 18:09:26.278768,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,4646.09,0.0,Supplier,Orchard Wholesale,1210 - Primary Checking - MTC,,Amount USD 4646.09 paid to Orchard Wholesale | Transaction reference no ACH-25-00035 dated 2025-03-02 | Amount USD 4646.09 adjusted against Purchase Invoice ACC-PINV-2025-00035,Meridian Trading Co.
0d604f27c8,ACC-PAY-2025-00131,P1,Payment Entry,Payment Entry,1,2025-03-02,2025-03-03 16:56:05.445046,ap.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,0.0,9604.06,,,Vulcan Materials Co,,Amount USD 9604.06 paid to Vulcan Materials Co | Transaction reference no ACH-25-00043 dated 2025-03-02 | Amount USD 9604.06 adjusted against Purchase Invoice ACC-PINV-2025-00043,Meridian Trading Co.
7f123cd76f,ACC-PAY-2025-00131,P1,Payment Entry,Payment Entry,2,2025-03-02,2025-03-03 16:56:05.445046,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,9604.06,0.0,Supplier,Vulcan Materials Co,1210 - Primary Checking - MTC,,Amount USD 9604.06 paid to Vulcan Materials Co | Transaction reference no ACH-25-00043 dated 2025-03-02 | Amount USD 9604.06 adjusted against Purchase Invoice ACC-PINV-2025-00043,Meridian Trading Co.
3533ff364a,ACC-PAY-2025-00145,P1,Payment Entry,Payment Entry,1,2025-03-02,2025-03-03 09:43:33.641659,ap.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,0.0,478.48,,,Fairbanks Consulting,,Amount USD 478.48 paid to Fairbanks Consulting | Transaction reference no ACH-25-00060 dated 2025-03-02 | Amount USD 478.48 adjusted against Purchase Invoice ACC-PINV-2025-00060,Meridian Trading Co.
71e025b386,ACC-PAY-2025-00145,P1,Payment Entry,Payment Entry,2,2025-03-02,2025-03-03 09:43:33.641659,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,478.48,0.0,Supplier,Fairbanks Consulting,1210 - Primary Checking - MTC,,Amount USD 478.48 paid to Fairbanks Consulting | Transaction reference no ACH-25-00060 dated 2025-03-02 | Amount USD 478.48 adjusted against Purchase Invoice ACC-PINV-2025-00060,Meridian Trading Co.
8f8b5585e7,ACC-JV-2025-00012,P1,Journal Entry,Bank Entry,1,2025-03-03,2025-03-04 01:33:32.136933,batch.bot@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,0.0,41143.49,,,2120 - Payroll Payable - MTC,Admin - MTC,Reference #REF-20250303 dated 03-03-2025,Meridian Trading Co.
b9c7a71dcd,ACC-JV-2025-00012,P1,Journal Entry,Bank Entry,2,2025-03-03,2025-03-04 01:33:32.136933,batch.bot@meridian.example,2120 - Payroll Payable - MTC,2120,Payroll Payable,Liability,41143.49,0.0,,,1210 - Primary Checking - MTC,Admin - MTC,Reference #REF-20250303 dated 03-03-2025,Meridian Trading Co.
4f96e8a5c1,ACC-PAY-2025-00093,P1,Payment Entry,Payment Entry,1,2025-03-03,2025-03-03 16:33:49.683093,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,0.0,343.16,Customer,Ovation Events,1210 - Primary Checking - MTC,,Amount USD 343.16 received from Ovation Events | Transaction reference no ACH-25-00079 dated 2025-03-03 | Amount USD 343.16 adjusted against Sales Invoice ACC-SINV-2025-00079,Meridian Trading Co.
7e1bb73c1f,ACC-PAY-2025-00093,P1,Payment Entry,Payment Entry,2,2025-03-03,2025-03-03 16:33:49.683093,ar.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,343.16,0.0,,,Ovation Events,,Amount USD 343.16 received from Ovation Events | Transaction reference no ACH-25-00079 dated 2025-03-03 | Amount USD 343.16 adjusted against Sales Invoice ACC-SINV-2025-00079,Meridian Trading Co.
0dd5059228,ACC-PINV-2025-00089,P1,Purchase Invoice,Purchase Invoice,1,2025-03-03,2025-03-03 15:48:18.417959,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,0.0,8589.91,Supplier,Ironclad Security,5229 - Security Expenses - MTC,,Ironclad Security March 2025 billing,Meridian Trading Co.
39246816b7,ACC-PINV-2025-00089,P1,Purchase Invoice,Purchase Invoice,2,2025-03-03,2025-03-03 15:48:18.417959,ap.clerk@meridian.example,5229 - Security Expenses - MTC,5229,Security Expenses,Expense,8589.91,0.0,,,Ironclad Security,Admin - MTC,Ironclad Security March 2025 billing,Meridian Trading Co.
3bb406f29f,ACC-SINV-2025-00112,P1,Sales Invoice,Sales Invoice,1,2025-03-03,2025-03-03 13:35:42.608577,ar.clerk@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,380.88,,,Pactrail Sports,Sales Ops - MTC,Customer order Pactrail Sports Mar 2025,Meridian Trading Co.
e989300244,ACC-SINV-2025-00112,P1,Sales Invoice,Sales Invoice,2,2025-03-03,2025-03-03 13:35:42.608577,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,403.73,0.0,Customer,Pactrail Sports,4110 - Sales - MTC,,Customer order Pactrail Sports Mar 2025,Meridian Trading Co.
ead5f77e60,ACC-SINV-2025-00112,P1,Sales Invoice,Sales Invoice,3,2025-03-03,2025-03-03 13:35:42.608577,ar.clerk@meridian.example,ST 6% - MTC,,ST 6%,Liability,0.0,22.85,,,Pactrail Sports,Admin - MTC,Customer order Pactrail Sports Mar 2025,Meridian Trading Co.
016f993c1f,ACC-SINV-2025-00139,P1,Sales Invoice,Sales Invoice,1,2025-03-03,2025-03-03 14:34:41.814978,ar.clerk@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,1054.69,,,Timberline Schools,Warehouse - MTC,Customer order Timberline Schools Mar 2025,Meridian Trading Co.
45e8d965c3,ACC-SINV-2025-00139,P1,Sales Invoice,Sales Invoice,2,2025-03-03,2025-03-03 14:34:41.814978,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,1054.69,0.0,Customer,Timberline Schools,4110 - Sales - MTC,,Customer order Timberline Schools Mar 2025,Meridian Trading Co.
34b9bcd298,ACC-SINV-2025-00141,P1,Sales Invoice,Sales Invoice,1,2025-03-03,2025-03-03 17:01:34.651209,ar.clerk@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,463.32,,,Kestrel Foods,Warehouse - MTC,Customer order Kestrel Foods Mar 2025,Meridian Trading Co.
3a75179eeb,ACC-SINV-2025-00141,P1,Sales Invoice,Sales Invoice,2,2025-03-03,2025-03-03 17:01:34.651209,ar.clerk@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,1019.76,,,Kestrel Foods,Sales Ops - MTC,Customer order Kestrel Foods Mar 2025,Meridian Trading Co.
50cec517ad,ACC-SINV-2025-00141,P1,Sales Invoice,Sales Invoice,3,2025-03-03,2025-03-03 17:01:34.651209,ar.clerk@meridian.example,ST 6% - MTC,,ST 6%,Liability,0.0,88.98,,,Kestrel Foods,Admin - MTC,Customer order Kestrel Foods Mar 2025,Meridian Trading Co.
ef8229ca87,ACC-SINV-2025-00141,P1,Sales Invoice,Sales Invoice,4,2025-03-03,2025-03-03 17:01:34.651209,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,1572.06,0.0,Customer,Kestrel Foods,4110 - Sales - MTC,,Customer order Kestrel Foods Mar 2025,Meridian Trading Co.
0db8d98482,ACC-SINV-2025-00149,P1,Sales Invoice,Sales Invoice,1,2025-03-03,2025-03-03 10:07:04.624449,ar.clerk@meridian.example,ST 6% - MTC,,ST 6%,Liability,0.0,292.21,,,Bluepine Hardware,Admin - MTC,Customer order Bluepine Hardware Mar 2025,Meridian Trading Co.
3b45d17b61,ACC-SINV-2025-00149,P1,Sales Invoice,Sales Invoice,2,2025-03-03,2025-03-03 10:07:04.624449,ar.clerk@meridian.example,4130 - Freight Income - MTC,4130,Freight Income,Income,0.0,2103.36,,,Bluepine Hardware,Admin - MTC,Customer order Bluepine Hardware Mar 2025,Meridian Trading Co.
6097c9661d,ACC-SINV-2025-00149,P1,Sales Invoice,Sales Invoice,3,2025-03-03,2025-03-03 10:07:04.624449,ar.clerk@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,2445.45,,,Bluepine Hardware,Sales Ops - MTC,Customer order Bluepine Hardware Mar 2025,Meridian Trading Co.
c9aacce17a,ACC-SINV-2025-00149,P1,Sales Invoice,Sales Invoice,4,2025-03-03,2025-03-03 10:07:04.624449,ar.clerk@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,321.36,,,Bluepine Hardware,Warehouse - MTC,Customer order Bluepine Hardware Mar 2025,Meridian Trading Co.
d1d7f94918,ACC-SINV-2025-00149,P1,Sales Invoice,Sales Invoice,5,2025-03-03,2025-03-03 10:07:04.624449,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,5162.38,0.0,Customer,Bluepine Hardware,"4110 - Sales - MTC,4130 - Freight Income - MTC",,Customer order Bluepine Hardware Mar 2025,Meridian Trading Co.
2caa35709b,ACC-PAY-2025-00052,P1,Payment Entry,Payment Entry,1,2025-03-04,2025-03-04 11:25:06.536668,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,8266.76,0.0,Supplier,Vulcan Materials Co,1210 - Primary Checking - MTC,,Amount USD 8266.76 paid to Vulcan Materials Co | Transaction reference no ACH-25-00011 dated 2025-03-04 | Amount USD 8266.76 adjusted against Purchase Invoice ACC-PINV-2025-00011,Meridian Trading Co.
9f1e22d337,ACC-PAY-2025-00052,P1,Payment Entry,Payment Entry,2,2025-03-04,2025-03-04 11:25:06.536668,ap.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,0.0,8266.76,,,Vulcan Materials Co,,Amount USD 8266.76 paid to Vulcan Materials Co | Transaction reference no ACH-25-00011 dated 2025-03-04 | Amount USD 8266.76 adjusted against Purchase Invoice ACC-PINV-2025-00011,Meridian Trading Co.
b3607c6ba5,ACC-PAY-2025-00054,P1,Payment Entry,Payment Entry,1,2025-03-04,2025-03-04 09:11:42.544463,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,7896.63,0.0,Supplier,Vulcan Materials Co,1210 - Primary Checking - MTC,,Amount USD 7896.63 paid to Vulcan Materials Co | Transaction reference no ACH-25-00013 dated 2025-03-04 | Amount USD 7896.63 adjusted against Purchase Invoice ACC-PINV-2025-00013,Meridian Trading Co.
f0d792af62,ACC-PAY-2025-00054,P1,Payment Entry,Payment Entry,2,2025-03-04,2025-03-04 09:11:42.544463,ap.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,0.0,7896.63,,,Vulcan Materials Co,,Amount USD 7896.63 paid to Vulcan Materials Co | Transaction reference no ACH-25-00013 dated 2025-03-04 | Amount USD 7896.63 adjusted against Purchase Invoice ACC-PINV-2025-00013,Meridian Trading Co.
13b30a70cc,ACC-PINV-2025-00078,P1,Purchase Invoice,Purchase Invoice,1,2025-03-04,2025-03-04 08:19:04.898820,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,0.0,6509.74,Supplier,Beacon Freight,5205 - Freight and Forwarding Charges - MTC,,Beacon Freight March 2025 billing,Meridian Trading Co.
5791d22c95,ACC-PINV-2025-00078,P1,Purchase Invoice,Purchase Invoice,2,2025-03-04,2025-03-04 08:19:04.898820,ap.clerk@meridian.example,5205 - Freight and Forwarding Charges - MTC,5205,Freight and Forwarding Charges,Expense,6509.74,0.0,,,Beacon Freight,Admin - MTC,Beacon Freight March 2025 billing,Meridian Trading Co.
7052e720d5,ACC-SINV-2025-00121,P1,Sales Invoice,Sales Invoice,1,2025-03-04,2025-03-04 14:46:41.805344,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,1637.19,0.0,Customer,Cascade Outfitters,4110 - Sales - MTC,,Customer order Cascade Outfitters Mar 2025,Meridian Trading Co.
790f8f8d88,ACC-SINV-2025-00121,P1,Sales Invoice,Sales Invoice,2,2025-03-04,2025-03-04 14:46:41.805344,ar.clerk@meridian.example,ST 6% - MTC,,ST 6%,Liability,0.0,92.67,,,Cascade Outfitters,Admin - MTC,Customer order Cascade Outfitters Mar 2025,Meridian Trading Co.
dd9fac17da,ACC-SINV-2025-00121,P1,Sales Invoice,Sales Invoice,3,2025-03-04,2025-03-04 14:46:41.805344,ar.clerk@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,1544.52,,,Cascade Outfitters,Sales Ops - MTC,Customer order Cascade Outfitters Mar 2025,Meridian Trading Co.
5745d7e210,ACC-PAY-2025-00082,P1,Payment Entry,Payment Entry,1,2025-03-05,2025-03-05 16:45:50.111555,ar.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,1309.02,0.0,,,Brightline Offices,,Amount USD 1309.02 received from Brightline Offices | Transaction reference no ACH-25-00066 dated 2025-03-05 | Amount USD 1309.02 adjusted against Sales Invoice ACC-SINV-2025-00066,Meridian Trading Co.
882a2724a4,ACC-PAY-2025-00082,P1,Payment Entry,Payment Entry,2,2025-03-05,2025-03-05 16:45:50.111555,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,0.0,1309.02,Customer,Brightline Offices,1210 - Primary Checking - MTC,,Amount USD 1309.02 received from Brightline Offices | Transaction reference no ACH-25-00066 dated 2025-03-05 | Amount USD 1309.02 adjusted against Sales Invoice ACC-SINV-2025-00066,Meridian Trading Co.
6e9067d266,ACC-PAY-2025-00088,P1,Payment Entry,Payment Entry,1,2025-03-05,2025-03-05 09:09:13.700885,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,0.0,3470.54,Customer,Galehouse Media,1210 - Primary Checking - MTC,,Amount USD 3470.54 received from Galehouse Media | Transaction reference no ACH-25-00074 dated 2025-03-05 | Amount USD 3470.54 adjusted against Sales Invoice ACC-SINV-2025-00074,Meridian Trading Co.
d96e3e2253,ACC-PAY-2025-00088,P1,Payment Entry,Payment Entry,2,2025-03-05,2025-03-05 09:09:13.700885,ar.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,3470.54,0.0,,,Galehouse Media,,Amount USD 3470.54 received from Galehouse Media | Transaction reference no ACH-25-00074 dated 2025-03-05 | Amount USD 3470.54 adjusted against Sales Invoice ACC-SINV-2025-00074,Meridian Trading Co.
227e6b56ec,ACC-PAY-2025-00099,P1,Payment Entry,Payment Entry,1,2025-03-05,2025-03-05 12:03:44.025138,ar.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,1326.42,0.0,,,Juniper & Co,,Amount USD 1326.42 received from Juniper & Co | Transaction reference no ACH-25-00086 dated 2025-03-05 | Amount USD 1326.42 adjusted against Sales Invoice ACC-SINV-2025-00086,Meridian Trading Co.
8ffdfa14c2,ACC-PAY-2025-00099,P1,Payment Entry,Payment Entry,2,2025-03-05,2025-03-05 12:03:44.025138,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,0.0,1326.42,Customer,Juniper & Co,1210 - Primary Checking - MTC,,Amount USD 1326.42 received from Juniper & Co | Transaction reference no ACH-25-00086 dated 2025-03-05 | Amount USD 1326.42 adjusted against Sales Invoice ACC-SINV-2025-00086,Meridian Trading Co.
